subject_category	subject_id	subject_label	subject_type	predicate_id	object_id	object_label	object_type	confidence	comment	mapping_justification	mapping_date	creator_id	creator_names
Common Properties	spase:MeasurementType	MeasurementType		skos:exactMatch	schema:measurementMethod/schema:termCode	termCode	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:ResourceHeader/spase:DOI	DOI		skos:exactMatch	schema:mentions/schema:@id	@id	schema:URL	1	If the value of spase:ResourceHeader/spase:Association/spase:AssociationType = Other, the DOI of the related item is extracted from the SPASE record indicated in the spase:Association/spase:AssociationID field.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:ResourceHeader/spase:AssociationID	AssociationID	xsd:string	skos:narrowMatch	schema:mentions/schema:@id	@id	schema:URL	1	If the value of spase:ResourceHeader/spase:Association/spase:AssociationType = Other AND no DOI for the item is found, the spase:ResourceID value is converted to a URL by removing "spase:/" and adding "https://hpde.io". 	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	sssom:NoMapping			skos:exactMatch	schema:mentions/schema:@type	@type	schema:Dataset	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	sssom:NoMapping			skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:@type	@type	schema:Person	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:Contact/spase:PersonId	PersonID	xsd:string	skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:name	name	schema:Text	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:Contact/spase:PersonId	PersonID	xsd:string	skos:narrowMatch	schema:mentions/schema:creator/schema:@list/schema:givenName	givenName	schema:Text	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:Contact/spase:PersonId	PersonID	xsd:string	skos:narrowMatch	schema:mentions/schema:creator/schema:@list/schema:familyName	familyName	schema:Text	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	sssom:NoMapping			skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:affiliation/schema:@type	@type	schema:Organization	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:OrganizationName	OrganizationName	xsd:string	skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:affiliation/schema:name	name	schema:Text	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:ResourceHeader/spase:Description	Description	xsd:string	skos:exactMatch	schema:mentions/schema:description	description	schema:Text	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:AccessInformation/spase:RightsList/spase:Rights/spase:rightsURI	rightsURI		skos:exactMatch	schema:mentions/schema:license	license	schema:URL	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:ResourceHeader/spase:ResourceName	ResourceName	xsd:string	skos:exactMatch	schema:mentions/schema:name	name	schema:Text	1	Information about the referenced dataset is extracted from the indicated field in the SPASE record for that dataset. See the creator and contributors mapping above for more info about the related logic.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	datacite:creators/datacite:name	name	xsd:string	skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:name	name	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. The entry is pulled from datacite:givenName and datacite:familyName if they are populated in DataCite record; else, split the datacite:name field by the comma to get these values. No extraction is attempted for datasets without SPASE records or DataCite DOIs.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	datacite:creators/datacite:givenName	givenName	xsd:string	skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:givenName	givenName	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. The entry is pulled from datacite:givenName and datacite:familyName if they are populated in DataCite record; else, split the datacite:name field by the comma to get these values. No extraction is attempted for datasets without SPASE records or DataCite DOIs.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	datacite:creators/datacite:name	name	xsd:string	skos:broadMatch	schema:mentions/schema:creator/schema:@list/schema:givenName	givenName	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. The entry is pulled from datacite:givenName and datacite:familyName if they are populated in DataCite record; else, split the datacite:name field by the comma to get these values. No extraction is attempted for datasets without SPASE records or DataCite DOIs.		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
Provenance Relationships	datacite:creators/datacite:familyName	familyName	xsd:string	skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:familyName	familyName	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. The entry is pulled from datacite:givenName and datacite:familyName if they are populated in DataCite record; else, split the datacite:name field by the comma to get these values. No extraction is attempted for datasets without SPASE records or DataCite DOIs.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	datacite:creators/datacite:name	name	xsd:string	skos:broadMatch	schema:mentions/schema:creator/schema:@list/schema:familyName	familyName	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. The entry is pulled from datacite:givenName and datacite:familyName if they are populated in DataCite record; else, split the datacite:name field by the comma to get these values. No extraction is attempted for datasets without SPASE records or DataCite DOIs.		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
Provenance Relationships	datacite:creators/datacite:affiliation/datacite:name	name	xsd:string	skos:exactMatch	schema:mentions/schema:creator/schema:@list/schema:affiliation/schema:name	name	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. No extraction is attempted for datasets without SPASE records or DataCite DOIs.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	datacite:descriptions/datacite:description	description	xsd:string	skos:exactMatch	schema:mentions/schema:description	description	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. No extraction is attempted for datasets without SPASE records or DataCite DOIs.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	datacite:rights/datacite:rightsURI	rightsURI		skos:exactMatch	schema:mentions/schema:license	license	schema:URL	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. No extraction is attempted for datasets without SPASE records or DataCite DOIs.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	datacite:titles/datacite:title	title	xsd:string	skos:exactMatch	schema:mentions/schema:name	name	schema:Text	1	If no SPASE record exists for the indicated dataset, then the information is extracted from the DataCite API with the mapping indicated. No extraction is attempted for datasets without SPASE records or DataCite DOIs.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:ResourceHeader/spase:DOI	DOI		skos:exactMatch	schema:mentions/schema:identifier	identifier	schema:URL	1	If the value of spase:ResourceHeader/spase:Association/spase:AssociationType = Other, the DOI of the related item is extracted from the SPASE record indicated in the spase:Association/spase:AssociationID field.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Provenance Relationships	spase:ResourceHeader/spase:AssociationID	AssociationID	xsd:string	skos:narrowMatch	schema:mentions/schema:identifier	identifier	schema:URL	1	If the value of spase:ResourceHeader/spase:Association/spase:AssociationType = Other AND no DOI for the item is found, the spase:ResourceID value is converted to a URL by removing "spase:/" and adding "https://hpde.io". 	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:ResourceName	ResourceName	xsd:string	skos:exactMatch	schema:name	name	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	sssom:NoMapping			skos:exactMatch	schema:PotentialAction/schema:@type	@type	schema:SearchAction	1	global value for all PotentialAction objects	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:AccessInformation/spase:AccessURL/spase:URL	URL		skos:exactMatch	schema:PotentialAction/schema:target/schema:@id	@id	schema:URL	1	Only mapped for https access links. No ftps links allowed here.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	sssom:NoMapping			skos:exactMatch	schema:PotentialAction/schema:target/schema:@type	@type	schema:EntryPoint	1	global value for all PotentialAction objects	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:AccessInformation/spase:Format	Format	xsd:string	skos:exactMatch	schema:PotentialAction/schema:target/schema:contentType	contentType	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:AccessInformation/spase:AccessURL/spase:Description	Description	xsd:string	skos:exactMatch	schema:PotentialAction/schema:target/schema:description	description	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:AccessInformation/spase:AccessURL/spase:URL	URL		skos:narrowMatch	schema:PotentialAction/schema:target/schema:identifier	identifier	schema:URL	1	Only mapped for https access links. No ftps links allowed here.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:AccessInformation/spase:AccessURL/spase:Name	Name	xsd:string	skos:exactMatch	schema:PotentialAction/schema:target/schema:name	name	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:AccessInformation/spase:AccessURL/spase:URL	URL		skos:exactMatch	schema:PotentialAction/schema:target/schema:url	url	schema:URL	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	sssom:NoMapping			skos:exactMatch	schema:PotentialAction/schema:query-input/schema:@type	@type	schema:PropertyValueSpecification	1	query-input objects are only generated for AccessURLs where spase:AccessInformation/spase:AccessURL/spase:Style=HAPI	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:TemporalDescription/spase:TimeSpase/spase:StartDate	StartDate	xsd:dateTime	skos:narrowMatch	schema:PotentialAction/schema:query-input/schema:description	description	schema:Text	1	Standard text generated with field value included. If the spase:StartDate is found, then it is included in the description text. If spase:StartDate not found, then the description = "A UTC ISO DateTime."	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:TemporalDescription/spase:TimeSpase/spase:StopDate	StopDate	xsd:dateTime	skos:narrowMatch	schema:PotentialAction/schema:query-input/schema:description	description	schema:Text	1	Standard text generated with field value included. If spase:StopDate is found (not RelativeStopDate), then that is included in the description text. If spase:StopDate is not found and spase:RelativeStopDate is found, then 1 minute is added to spase:StartDate as a default value (see previous row).		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
PotentialAction	spase:TemporalDescription/spase:TimeSpase/spase:StartDate	StartDate	xsd:dateTime	skos:exactMatch	schema:PotentialAction/schema:query-input/schema:valueName	valueName	schema:Text	1	Standard text generated based on field name of time included (StartDate --> start).	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
PotentialAction	spase:TemporalDescription/spase:TimeSpase/spase:StopDate	StopDate	xsd:dateTime	skos:exactMatch	schema:PotentialAction/schema:query-input/schema:valueName	valueName	schema:Text	1	Standard text generated based on field name of time included (StopDate --> end). 		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
PotentialAction	sssom:NoMapping			skos:exactMatch	schema:PotentialAction/schema:query-input/schema:valueName	valueName	schema:Text	1	If no StopDate found, the text "end" is used in this field.		May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	
PotentialAction	sssom:NoMapping			skos:exactMatch	schema:PotentialAction/schema:query-input/schema:valuePattern	valuePattern	schema:Text	1	Standard text based on the known format of HAPI calls.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
