subject_category	subject_id	subject_label	subject_type	predicate_id	object_id	object_label	object_type	confidence	comment	mapping_justification	mapping_date	creator_id	creator_names
Publisher and Provider	spase:ResourceHeader/spase:PublicationInfo/spase:PublishedBy	PublishedBy	xsd:string	skos:exactMatch	schema:publisher/schema:name	name	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Publisher and Provider	spase:OrganizationName	OrganizationName	xsd:string	skos:exactMatch	schema:publisher/schema:name	name	schema:Text	1	If the PublishedBy field is not populated (previous row), then the spase record for the personID indicated in spase:ResourceHeader/spase:Contact/spase:PersonID with spase:ResourceHeader/spase:Contact/spase:Role = Publisher is used to retrieve the organization name.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:PriorID	PriorID	xsd:string	skos:exactMatch	schema:sameAs	sameAs	schema:Text	1	Kept as an ID instead of a URL since outdated URLs are not working links.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	sssom:NoMapping			skos:exactMatch	schema:spatialCoverage/schema:@type	@type	schema:Place	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	sssom:NoMapping			skos:exactMatch	schema:spatialCoverage/schema:keywords/schema:@type	@type	schema:DefinedTerm	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	sssom:NoMapping			skos:exactMatch	schema:spatialCoverage/schema:keywords/schema:inDefinedTermSet/schema:@id	@id	schema:URL	1	Standard value for all SPASE ObservedRegions in SPASE: "https://spase-group.org/data/model/spase-latest/spase-latest_xsd.htm#Region"	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	sssom:NoMapping			skos:exactMatch	schema:spatialCoverage/schema:keywords/schema:inDefinedTermSet/schema:@type	@type	schema:DefinedTermSet	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	sssom:NoMapping			skos:exactMatch	schema:spatialCoverage/schema:keywords/schema:inDefinedTermSet/schema:name	name	schema:Text	1	Standard language = "SPASE ObservedRegion"	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	sssom:NoMapping			skos:exactMatch	schema:spatialCoverage/schema:keywords/schema:inDefinedTermSet/schema:url	url	schema:URL	1	Standard value for all SPASE ObservedRegions in SPASE: "https://spase-group.org/data/model/spase-latest/spase-latest_xsd.htm#Region"	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	spase:ObservedRegion	ObservedRegion	xsd:string	skos:exactMatch	schema:spatialCoverage/schema:keywords/schema:termCode	termCode	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Spatial Coverage	spase:ObservedRegion	ObservedRegion	xsd:string	skos:exactMatch	schema:spatialCoverage/schema:name	name	schema:Text	1	words separated by a space	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	spase:ResourceID	ResourceID	xsd:string	skos:narrowMatch	schema:subjectOf/schema:@id	@id	schema:URL	1	converted from string to URL by adding https://hpde.io as the prefix. DO NOT include this row if no DOI is found since this same URL (for the landing page, hpde.io link) will then be used in the main "@id" field.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	sssom:NoMapping			skos:exactMatch	schema:subjectOf/schema:@type	@type	schema:DataDownload	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	spase:ResourceID	ResourceID	xsd:string	skos:narrowMatch	schema:subjectOf/schema:contentUrl	contentUrl	schema:URL	1	converted from string to URL by adding https://hpde.io as the prefix	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	spase:ResourceHeader/spase:ReleaseDate	ReleaseDate	xsd:dateTime	skos:exactMatch	schema:subjectOf/schema:dateModified	dateModified	schema:Date schema:DateTime	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	sssom:NoMapping			skos:exactMatch	schema:subjectOf/schema:description	description	schema:Text	1	Standard wording = "The SPASE metadata describing the indicated dataset."	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	sssom:NoMapping			skos:exactMatch	schema:subjectOf/schema:encodingFormat	encodingFormat	schema:Text	1	Standard value = "application/xml"	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	spase:ResourceID	ResourceID	xsd:string	skos:narrowMatch	schema:subjectOf/schema:identifier	identifier	schema:URL	1	converted from string to URL by adding https://hpde.io as the prefix	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	sssom:NoMapping			skos:exactMatch	schema:subjectOf/schema:license	license	schema:URL	1	retrieved from the header of the metadata file and converted into the spdx URL	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Metadata	sssom:NoMapping			skos:exactMatch	schema:subjectOf/schema:name	name	schema:Text	1	Standard wording = "SPASE metadata for dataset"	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Temporal Coverage	spase:TemporalDescription/spase:Cadence	Cadence	xsd:string	skos:narrowMatch	schema:temporal	temporal	schema:Text	1	The first string is a description of what the alphanumeric code retrieved from SPASE means. The second string is the retrieved code.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Temporal Coverage	spase:TemporalDescription/spase:TimeSpan/spase:StartDate	StartDate	xsd:dateTime	skos:broadMatch	schema:temporalCoverage	temporalCoverage	schema:Date schema:DateTime	1	Start and end dates are combined into this schema.org field. If no StopDate found or a relativeStopDate is found, append '/..' to end.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Temporal Coverage	spase:TemporalDescription/spase:TimeSpan/spase:StopDate	StopDate	xsd:dateTime	skos:broadMatch	schema:temporalCoverage	temporalCoverage	schema:Date schema:DateTime	1	Start and end dates are combined into this schema.org field. If no end date found, "/.." is appended at the end of the date.	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceHeader/spase:DOI	DOI		skos:exactMatch	schema:url	url	schema:URL	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Common Properties	spase:ResourceID	ResourceID	xsd:string	skos:narrowMatch	schema:url	url	schema:URL	1	If the spase:ResourceHeader/spase:DOI is not populated, the spase:ResourceID value is converted to a URL by removing "spase:/" and adding "https://hpde.io". 	semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Variables	sssom:NoMapping			skos:exactMatch	schema:variableMeasured/schema:@type	@type	schema:PropertyValue	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
Variables	spase:Parameter/spase:ParameterKey	ParameterKey	xsd:string	skos:exactMatch	schema:variableMeasured/schema:alternateName	alternateName	schema:Text	1		semapv:ManualMappingCuration	May 13, 2025	https://orcid.org/0000-0003-0875-2023, https://orcid.org/0009-0005-1686-262X, https://orcid.org/0000-0001-7915-5571, https://orcid.org/0000-0003-1398-1752, (Tressa Helvey-Kasulke), https://orcid.org/0009-0006-6661-0938, https://orcid.org/0000-0003-2261-9931	Rebecca Ringuette, Zach Boquet, Baptiste Cecconi, Andriy Koval, Tressa Helvey-Kasulke, Catherine Byrd, Colin Smith
